Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Ying Zhou,1,,https://openalex.org/A5025286172,A5025286172,https://orcid.org/0000-0002-8107-3927,Ying Zhou,"Y Zhou, Y. F. Zhou, Y. Zhou, Ying Fa Zhou, Ying ZHOU, Ying Zhou, Zhou Ying, Zhou, Y, Zhou, Y., Zhou, Ying",119,6023,6.36,25,52,15,False,True,True,False,"China, United States",True,2,2025,China Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1174212,United States,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210153856,China,Second Xiangya Hospital of Central South University,,,,https://openalex.org/I4210160531,China,Chinese People's Liberation Army,https://openalex.org/I4210166238,China,Hunan Provincial Maternal and Child Health Hospital,https://openalex.org/I4210159865,China,Xiangya Hospital Central South University,https://openalex.org/I4210159865,China,Xiangya Hospital Central South University,https://openalex.org/I4210159329,China,Children's Hospital of Fudan University,https://openalex.org/I4210106477,China,Shanghai Institutes for Biological Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210153519,China,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153623,China,Shanghai First Maternity and Infant Hospital,https://openalex.org/I4210089486,United States,Fred Hutch Cancer Center,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I82497590,United States,Auburn University,https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I91656880,China,China Medical University,,,
Yinghe He,1,,https://openalex.org/A5048543725,A5048543725,https://orcid.org/0000-0003-4252-5414,Yinghe He,"He, Ying, He, Yun-Hang, Y He, Y. HE, Y. He, YINGHE HE, Ying He, Ying He He, Yinghe He, Yong-Hua He, Yun-Hang He",143,8381,3.0454545454545454,36,72,3,False,False,False,False,Australia,True,1,2025,James Cook University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165143802,Australia,University of Queensland,,,,https://openalex.org/I165143802,Australia,University of Queensland,https://openalex.org/I165143802,Australia,University of Queensland,https://openalex.org/I165143802,Australia,University of Queensland,,,,https://openalex.org/I5681781,Australia,University of Adelaide,,,,,,,https://openalex.org/I165143802,Australia,University of Queensland,,,,https://openalex.org/I86467917,Australia,James Cook University,,,,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,,,
Yinmin Zhong,1,,https://openalex.org/A5000644890,A5000644890,https://orcid.org/0000-0002-2504-7652,Yinmin Zhong,"Yinmin Zhong, Zhong, Yinmin",21,176,4.777777777777778,6,6,1,True,True,False,False,China,True,1,2025,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,,,
Yishi Piao,6,,https://openalex.org/A5101289777,A5101289777,,Yishi Piao,"Piao, Yishi, Yishi Piao",6,792,132.0,5,5,0,False,False,False,False,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yisong Wang,3,,https://openalex.org/A5104684132,A5104684132,https://orcid.org/0009-0007-7495-448X,Yisong Wang,"Wang, Yisong, Yisong Wang",15,348,23.2,5,4,2,True,True,False,False,China,True,1,2026,Northeastern University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I82760581,China,Taizhou University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University
Yixiao Chen,1,,https://openalex.org/A5068277084,A5068277084,https://orcid.org/0009-0003-9610-0566,Yixiao Chen,"Chen, Yixiao, Yixiao Chen",10,56,3.6,4,3,4,False,True,True,False,"China, United States",True,2,2025,Affiliated Hospital of Qingdao University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I38706770,China,Guilin University of Technology,https://openalex.org/I4210164282,United States,Entrepreneurial Ecosystems,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,,,
Yixuan Tan,4,,https://openalex.org/A5063984048,A5063984048,,Yixuan Tan,"Tan, Yixuan, YiXuan Tan, Yixuan Tan",11,247,54.5,4,2,1,True,True,False,False,China,True,1,2024,Shanghai Changzheng Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210099558,China,Shanghai Changzheng Hospital,https://openalex.org/I4210099558,China,Shanghai Changzheng Hospital,https://openalex.org/I4210099558,China,Shanghai Changzheng Hospital,,,,,,
Yixuan Wei,1,,https://openalex.org/A5019825958,A5019825958,,Yixuan Wei,"Wei, Yixuan, Yixuan Wei",3,57,1.0,2,2,1,True,True,False,False,China,True,1,2022,Henan Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I75955062,China,Henan Normal University,,,,https://openalex.org/I75955062,China,Henan Normal University,,,,,,,,,,,,
Yiyang Ma,3,,https://openalex.org/A5101360646,A5101360646,,Yiyang Ma,"Ma, Yiyang, Yiyang Ma",14,297,26.636363636363637,5,5,3,False,True,False,False,"China, Thailand",True,2,2026,Guangzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I60837268,Thailand,King Mongkut's University of Technology Thonburi,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I37987034,China,Guangzhou University,https://openalex.org/I37987034,China,Guangzhou University
Yiyuan Liu,5,,https://openalex.org/A5101704539,A5101704539,https://orcid.org/0000-0002-7022-6422,Yiyuan Liu,"Liu, Yi-Yuan, Liu, Yiyuan, Y. Y. Liu, Y.Y. Liu, Yi-Yuan Liu, Yiyaun Liu, Yiyuan Liu",59,736,7.136363636363637,15,20,9,False,True,True,False,"China, United States",True,2,2025,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116953780,China,Tongji University,,,,,,,,,,https://openalex.org/I197312921,United States,Otterbein University,https://openalex.org/I4210127494,China,Collaborative Innovation Center of Quantum Matter,https://openalex.org/I82760581,China,Taizhou University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,
Yongji Wang,2,,https://openalex.org/A5110372162,A5110372162,https://orcid.org/0000-0001-7472-7489,Yongji Wang,"Wang Yong-Ji, Wang, Yongji, Yong-Ji WANG, Yong-Ji Wang, Yong-ji WANG, YongJi Wang, Yongji WANG, Yongji Wang",127,1629,9.36842105263158,20,39,8,False,True,False,False,"China, Netherlands, South Korea",True,3,2025,Bio-Medical Science (South Korea),South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210134982,China,Institute of Microbiology,,,,,,,,,,,,,,,,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I78974044,China,East China University of Political Science and Law,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I4210160980,Netherlands,Medical Technology Transfer (Netherlands),https://openalex.org/I4391767820,China,State Key Laboratory of Computer Science,,,,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I4391767820,China,State Key Laboratory of Computer Science,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4391767820,China,State Key Laboratory of Computer Science,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I4210145660,South Korea,Bio-Medical Science (South Korea),,,
Yongqiang Guo,4,,https://openalex.org/A5100298247,A5100298247,,Yongqiang Guo,"Guo, Yongqiang, Yongqiang Guo",30,723,67.7,6,4,6,False,True,True,False,"China, United States",True,2,2026,Northwestern Polytechnical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I880766802,United States,Graduate School USA,,,,,,,,,,,,,,,,https://openalex.org/I200296433,China,Chinese Academy of Medical Sciences & Peking Union Medical College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87780372,China,Chongqing Medical University,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I17145004,China,Northwestern Polytechnical University,https://openalex.org/I4210117825,China,Beijing Research Institute of Mechanical and Electrical Technology,,,,https://openalex.org/I17145004,China,Northwestern Polytechnical University
Yongtong Wu,1,,https://openalex.org/A5101238210,A5101238210,,Yongtong Wu,"Wu, Yongtong, Yongtong Wu",2,5,1.0,1,0,1,True,True,False,False,China,True,1,2023,Sun Yat-sen Memorial Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210097354,China,Sun Yat-sen Memorial Hospital,,,,,,,,,
Yu Wu,2,,https://openalex.org/A5101709477,A5101709477,https://orcid.org/0000-0002-5715-3011,Yu Wu,"Wenqin Yu, Wu, Yu, Yu Wu",97,6204,53.8,32,64,5,False,True,False,False,"China, India, United Kingdom",True,3,2025,Power Grid Corporation (India),India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I37461747,China,Wuhan University,,,,,,,https://openalex.org/I37461747,China,Wuhan University,,,,,,,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210113369,China,Microsoft Research Asia (China),https://openalex.org/I867306930,India,Power Grid Corporation (India),,,
Yuan Cheng,1,,https://openalex.org/A5103907115,A5103907115,,Yuan Cheng,"Cheng, Yuan, Yuan Bin Cheng, Yuan Cheng",4,2,1.0,1,0,2,False,True,False,False,"China, Taiwan",True,2,2021,National Synchrotron Radiation Research Center,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I198645480,China,North China University of Water Resources and Electric Power,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210094216,Taiwan,National Synchrotron Radiation Research Center,,,,,,,,,,,,,,,
Yuanfan Xu,1,,https://openalex.org/A5035964223,A5035964223,https://orcid.org/0000-0002-5671-3734,Yuanfan Xu,"Xu, Yuanfan, Yuanfan Xu",28,600,0.2727272727272727,9,8,1,True,True,False,False,China,True,1,2026,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University
Yuchen Zhu,2,,https://openalex.org/A5033494277,A5033494277,https://orcid.org/0000-0002-7432-7837,Yuchen Zhu,"Yuchen Zhu, Yuchen. Zhu, Zhu, Yuchen",25,293,12.6,5,2,3,True,True,False,False,China,True,1,2026,Zhejiang University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210090176,China,Institute of Computing Technology,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I55712492,China,Zhejiang University of Technology
Yuduan Wang,4,,https://openalex.org/A5047265939,A5047265939,,Yuduan Wang,"Wang, Yuduan, Yuduan Wang",14,969,89.4,9,8,2,False,False,False,False,Singapore,True,1,2025,"National University Cancer Institute, Singapore",Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165932596,Singapore,National University of Singapore,https://openalex.org/I4210103786,Singapore,"National University Cancer Institute, Singapore",,,
Yue Gong,3,,https://openalex.org/A5065675807,A5065675807,https://orcid.org/0000-0002-6842-5318,Yue Gong,"Gong Y, Gong, Yue, Y Gong, Y. Gong, Yue GONG, Yue Gong",70,4002,33.46153846153846,22,34,4,True,True,False,False,China,True,1,2025,First Affiliated Hospital of Nanchang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210164024,China,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210164024,China,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210139604,China,305 Hospital of People Liberation Army,https://openalex.org/I4210107698,China,PLA 306 Hospital,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210164024,China,First Affiliated Hospital of Nanchang University,,,
Yufei Wang,2,,https://openalex.org/A5076260689,A5076260689,https://orcid.org/0009-0005-6900-7264,Yufei Wang,"Wang, Y. Q., Wang, Yufei, Y. Q. Wang, Y. Q. Wang, Yiliang Wang, Yufei Wang",10,435,47.44444444444444,3,1,2,True,True,False,False,China,True,1,2025,Huazhong University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,
Yuhan Wu,1,,https://openalex.org/A5084253746,A5084253746,https://orcid.org/0000-0003-0476-3075,Yuhan Wu,"Wu, Yu-Han, Wu, Yuhan, Y H Wu, Y. H. Wu, Y.-H. Wu, Y.H. Wu, Yu-Han Wu, Yuhan Wu",42,470,11.538461538461538,12,14,9,False,True,False,False,"China, Taiwan, United Kingdom",True,3,2025,University College London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,,,,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I149240348,China,Jilin Normal University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I149240348,China,Jilin Normal University,https://openalex.org/I149240348,China,Jilin Normal University,,,,https://openalex.org/I4210094216,Taiwan,National Synchrotron Radiation Research Center,https://openalex.org/I4210094216,Taiwan,National Synchrotron Radiation Research Center,,,,,,,https://openalex.org/I4210112519,China,Peng Huanwu Center for Fundamental Theory,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I4210125404,China,Institute of Theoretical Physics,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I4210157719,China,Yancheng Institute of Technology,https://openalex.org/I45129253,United Kingdom,University College London,,,
Yuheng Zou,4,,https://openalex.org/A5002204845,A5002204845,,Yuheng Zou,"Yu-Heng Zou, Yuheng Zou, Zou, Yuheng",17,2108,10.636363636363637,7,6,2,True,True,False,False,China,True,1,2026,West China Hospital of Sichuan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,,,,,,,,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University,,,,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University
Yuhuan Wu,1,,https://openalex.org/A5075693457,A5075693457,https://orcid.org/0000-0002-8139-2194,Yuhuan Wu,"Wu, Y., Wu, Yu-Huan, Wu, Yuhuan, Y.-H. Wu, YU-HUAN WU, Yangqing Wu, Ying Ying Janet Wu, Yong-cong WU, Yongcong Wu, Yu Huan Wu, Yu-Huan WU, Yu-Huan Wu, YuHuan WU, Yuhuan Wu, Yu‐Huan Wu",105,1522,3.1818181818181817,22,33,8,True,True,False,False,China,True,1,2025,Shanghai Electric (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210110024,China,Institute of Applied Ecology,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210131782,China,Sichuan Institute of Building Research,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I29739308,China,Guangxi Normal University,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I4210110024,China,Institute of Applied Ecology,https://openalex.org/I4210110024,China,Institute of Applied Ecology,https://openalex.org/I4210110024,China,Institute of Applied Ecology,https://openalex.org/I184983240,China,Northeast Normal University,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I4210155088,China,Institute of Chemistry,https://openalex.org/I2801769982,China,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I163151501,China,Hangzhou Normal University,https://openalex.org/I4210126065,China,Shanghai Electric (China),,,
Yujia He,2,,https://openalex.org/A5060991733,A5060991733,,Yujia He,"He, Yujia, Yujia He",8,707,107.16666666666669,5,4,3,False,True,False,False,"Australia, China",True,2,2025,Shenzhen Technology University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4391768003,China,State Key Laboratory of Biotherapy,,,,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I4210152380,China,Shenzhen Technology University,,,
Yukun Li,1,,https://openalex.org/A5018379530,A5018379530,https://orcid.org/0000-0003-0750-3308,Yukun Li,"Li, Yukun, Y. Li, Yukun Li",11,114,11.0,4,3,1,True,True,False,False,China,True,1,2025,Xinjiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I96908189,China,Xinjiang University,,,,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,,,,,,,,,,,,,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,,,
Yukun Zha,4,,https://openalex.org/A5006037200,A5006037200,https://orcid.org/0009-0008-0309-0538,Yukun Zha,"Yan Zha, Yukun Zha, Yuqin Zha, Zha, Yukun",7,647,127.6,3,2,1,True,True,False,False,China,True,1,2025,Aba Teachers University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210108633,China,Aba Teachers University,,,
Yun Tao,1,,https://openalex.org/A5102367666,A5102367666,,Yun Tao,"Tao Yun, Yun Tao, Yun, Tao",28,235,2.75,7,6,8,False,True,False,False,"China, Singapore",True,2,2026,Sichuan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210102412,China,Yan'an University,,,,,,,,,,https://openalex.org/I4391768253,China,State Key Laboratory of Millimeter Waves,,,,https://openalex.org/I22046295,China,Inner Mongolia Normal University,https://openalex.org/I172675005,Singapore,Nanyang Technological University,https://openalex.org/I172675005,Singapore,Nanyang Technological University,,,,https://openalex.org/I165932596,Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I199305430,China,Nantong University,https://openalex.org/I4391768043,China,State Key Laboratory of Oral Diseases,,,,https://openalex.org/I24185976,China,Sichuan University
