Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Jiawei Wang,A5001098396,3,,,First Hospital of Jiaxing,https://openalex.org/I4210139237,Zhejiang Chinese Medical University,https://openalex.org/I114539943,Anyang Tumor Hospital,https://openalex.org/I4210163319,Anyang Tumor Hospital,https://openalex.org/I4210163319,Anyang Tumor Hospital,https://openalex.org/I4210163319,Anyang Tumor Hospital,https://openalex.org/I4210163319,,,Anyang Tumor Hospital,https://openalex.org/I4210163319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. L. Xiao,A5001162491,5,,,Xiangtan University,https://openalex.org/I4610292,Southwest Petroleum University,https://openalex.org/I165745306,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,,,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,,,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,Southwest Petroleum University,https://openalex.org/I165745306,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,China Shenhua Energy (China),https://openalex.org/I4210142993,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,https://openalex.org/I4210098205,Shengli Oilfield Central Hospital,https://openalex.org/I4210121984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuehai Pan,A5001682354,2,,,Peking University,https://openalex.org/I20231570,,,,,Zibo Vocational Institute,https://openalex.org/I1305126327,,,,,,,,,,,,,,,,,Zibo Vocational Institute,https://openalex.org/I1305126327,Zibo Vocational Institute,https://openalex.org/I1305126327,Zibo Vocational Institute,https://openalex.org/I1305126327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fangqi Zhou,A5002273360,1,,,,,,,China Aerodynamics Research and Development Center,https://openalex.org/I2802505932,China Aerodynamics Research and Development Center,https://openalex.org/I2802505932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xianzu Wang,A5002303194,1,,,,,Nanjing University,https://openalex.org/I881766915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoxue Mei,A5005251905,2,Huanghuai University,https://openalex.org/I4210131125,Huanghuai University,https://openalex.org/I4210131125,,,,,,,,,,,Chongqing Medical University,https://openalex.org/I87780372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukun Zha,A5006037200,1,,,Aba Teachers University,https://openalex.org/I4210108633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X. Q. Li,A5006875159,3,,,Peking University,https://openalex.org/I20231570,Hubei University,https://openalex.org/I75900474,,,,,,,,,,,,,,,,,,,,,,,China Institute of Atomic Energy,https://openalex.org/I4210096139,China Institute of Atomic Energy,https://openalex.org/I4210096139,China Institute of Atomic Energy,https://openalex.org/I4210096139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyu Sun,A5015475948,2,,,Kuaishou (China),https://openalex.org/I4401726859,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaichao You,A5016284649,1,,,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. S. Li,A5016620334,2,Central South University,https://openalex.org/I139660479,Xiangya Hospital Central South University,https://openalex.org/I4210159865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bei Feng,A5016665033,2,,,Union Hospital,https://openalex.org/I4210163933,,,,,,,,,,,,,,,,,Northwest A&F University,https://openalex.org/I89652312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuting Yan,A5019540330,3,Institute of Hematology & Blood Diseases Hospital,https://openalex.org/I4210147887,Fu Wai Hospital,https://openalex.org/I4210161896,,,,,,,Thermal Power Research Institute,https://openalex.org/I4210123254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thermal Power Research Institute,https://openalex.org/I4210123254,,,,,,,,
Jiaqi Ni,A5019579257,2,,,,,,,,,,,Beijing Institute of Technology,https://openalex.org/I125839683,Delft University of Technology,https://openalex.org/I98358874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lei Xu,A5020790434,15,,,Tsinghua University,https://openalex.org/I99065089,Brunei Polytechnic,https://openalex.org/I4210146866,Zhejiang University,https://openalex.org/I76130692,Lanzhou University,https://openalex.org/I76214153,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I4210118728,Geospatial Research (United Kingdom),https://openalex.org/I4210120373,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I4210118728,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I4210118728,Huazhong University of Science and Technology,https://openalex.org/I47720641,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,Yunnan Normal University,https://openalex.org/I120825670,,,"University at Buffalo, State University of New York",https://openalex.org/I63190737,"University at Buffalo, State University of New York",https://openalex.org/I63190737,"University at Buffalo, State University of New York",https://openalex.org/I63190737,"University at Buffalo, State University of New York",https://openalex.org/I63190737,Nokia (China),https://openalex.org/I4210099903,University of Science and Technology Beijing,https://openalex.org/I92403157,Zhejiang University,https://openalex.org/I76130692,Luoyang Normal University,https://openalex.org/I4210117164,,,Columbia University,https://openalex.org/I78577930,,,,,Anhui Normal University,https://openalex.org/I4472751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei An,A5021639941,12,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,University of South China,https://openalex.org/I91935597,Changhai Hospital,https://openalex.org/I4210115928,Hunan Provincial People's Hospital,https://openalex.org/I4210147389,Cells Therapy (Poland),https://openalex.org/I4210137574,S.P.E.C.I.E.S.,https://openalex.org/I4210166347,Beijing Obstetrics and Gynecology Hospital,https://openalex.org/I4210163952,Changhai Hospital,https://openalex.org/I4210115928,Beijing YouAn Hospital,https://openalex.org/I4210147332,Changhai Hospital,https://openalex.org/I4210115928,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,Cells Therapy (Poland),https://openalex.org/I4210137574,Cells Therapy (Poland),https://openalex.org/I4210137574,Changhai Hospital,https://openalex.org/I4210115928,Changhai Hospital,https://openalex.org/I4210115928,Changhai Hospital,https://openalex.org/I4210115928,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,Wuhan University,https://openalex.org/I37461747,,,Capital University,https://openalex.org/I139787848,,,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,,,Capital Medical University,https://openalex.org/I183519381,,,,,,,,,,,Dalian Medical University,https://openalex.org/I191996457,,,,,,,,,,,,,,
Han Bao,A5021682810,3,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,Shandong University,https://openalex.org/I154099455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhipeng Xu,A5024958662,3,Shandong Normal University,https://openalex.org/I28006308,Northeastern University,https://openalex.org/I9224756,Shanxi Provincial People’s Hospital,https://openalex.org/I4210160763,,,,,Shanxi Provincial People’s Hospital,https://openalex.org/I4210160763,,,Shanxi Provincial People’s Hospital,https://openalex.org/I4210160763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miaojun Wang,A5026325208,5,,,Zhejiang University of Finance and Economics,https://openalex.org/I90727586,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Applied Materials (United States),https://openalex.org/I193427800,,,,,,,,,Cancer Hospital of Shantou University Medical College,https://openalex.org/I4210091098,Cancer Hospital of Shantou University Medical College,https://openalex.org/I4210091098,Zhejiang University of Finance and Economics,https://openalex.org/I90727586,,,,,,,,,Cancer Hospital of Shantou University Medical College,https://openalex.org/I4210091098,,,,,,,,,"University of California, Davis",https://openalex.org/I84218800,"University of California, Davis",https://openalex.org/I84218800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuchen Zhu,A5033494277,3,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,Institute of Computing Technology,https://openalex.org/I4210090176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haocheng Wang,A5034335736,4,,,Shenyang Jianzhu University,https://openalex.org/I83714178,China Medical University,https://openalex.org/I91656880,China Medical University,https://openalex.org/I91656880,Guangzhou Medical University,https://openalex.org/I92039509,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaosha Chen,A5036491343,3,Taiyuan University of Technology,https://openalex.org/I9086337,Taiyuan University of Technology,https://openalex.org/I9086337,Taiyuan University of Technology,https://openalex.org/I9086337,Taiyuan University of Technology,https://openalex.org/I9086337,,,University of Electronic Science and Technology of China,https://openalex.org/I150229711,Shenzhen Institutes of Advanced Technology,https://openalex.org/I4210145761,University of Electronic Science and Technology of China,https://openalex.org/I150229711,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruyi Chen,A5036645286,2,,,Zhongnan Hospital of Wuhan University,https://openalex.org/I4210120234,,,,,,,,,Zhejiang Chinese Medical University,https://openalex.org/I114539943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingxiang Sun,A5040066835,1,,,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongjie Ji,A5043755032,2,Beihang University,https://openalex.org/I82880672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Wang,A5046543349,15,China Medical University,https://openalex.org/I91656880,Southwest Jiaotong University,https://openalex.org/I4800084,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Beijing University of Chemical Technology,https://openalex.org/I75390827,First Affiliated Hospital of Harbin Medical University,https://openalex.org/I4210156501,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Tsinghua University,https://openalex.org/I99065089,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Shenzhen Technology University,https://openalex.org/I4210152380,Tsinghua University,https://openalex.org/I99065089,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Ames National Laboratory,https://openalex.org/I2802789608,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Shenzhen University Health Science Center,https://openalex.org/I4210145292,Northeastern University,https://openalex.org/I9224756,First Hospital of Jilin University,https://openalex.org/I4210125137,Tsinghua University,https://openalex.org/I99065089,Sichuan University,https://openalex.org/I24185976,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Public Health Dayton & Montgomery County,https://openalex.org/I4210116866,University of Chicago,https://openalex.org/I40347166,University of Chicago,https://openalex.org/I40347166,,,Sichuan University,https://openalex.org/I24185976,,,,,Union University,https://openalex.org/I155673605,,,,,,,,,Institute of Fluid Physics,https://openalex.org/I4387152340,,,,,,,,,,,,,,
Ning Tian,A5053537379,2,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,"University of Architecture, Civil Engineering and Geodesy",https://openalex.org/I206451062,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongzheng Ren,A5055015446,3,,,The University of Texas at Austin,https://openalex.org/I86519309,,,The University of Texas at Austin,https://openalex.org/I86519309,Google (United States),https://openalex.org/I1291425158,The University of Texas at Austin,https://openalex.org/I86519309,The University of Texas at Austin,https://openalex.org/I86519309,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiping Yu,A5055665761,2,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Wuhan University of Technology,https://openalex.org/I196699116,,,,,Tsinghua University,https://openalex.org/I99065089,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinxia Shan,A5059343948,2,,,Lanzhou University,https://openalex.org/I76214153,Lanzhou University,https://openalex.org/I76214153,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,,,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Tang,A5068378063,12,,,Lanzhou University,https://openalex.org/I76214153,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Shiyou University,https://openalex.org/I181903023,Xi'an Shiyou University,https://openalex.org/I181903023,China National Petroleum Corporation (China),https://openalex.org/I98227222,China National Petroleum Corporation (China),https://openalex.org/I98227222,China National Petroleum Corporation (China),https://openalex.org/I98227222,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China XD Group (China),https://openalex.org/I4210141776,Xi'an Shiyou University,https://openalex.org/I181903023,Xi'an Shiyou University,https://openalex.org/I181903023,Xi'an Jiaotong University,https://openalex.org/I87445476,South China Institute Of Environmental Sciences,https://openalex.org/I4210130999,South China Institute Of Environmental Sciences,https://openalex.org/I4210130999,Ningxia Water Conservancy,https://openalex.org/I4210132981,Yancheng Teachers University,https://openalex.org/I4210141689,Changzhou Vocational Institute of Textile and Garment,https://openalex.org/I4210093412,"University at Buffalo, State University of New York",https://openalex.org/I63190737,"University at Buffalo, State University of New York",https://openalex.org/I63190737,Shaanxi Normal University,https://openalex.org/I88830068,,,"University at Buffalo, State University of New York",https://openalex.org/I63190737,"University at Buffalo, State University of New York",https://openalex.org/I63190737,Shaanxi Normal University,https://openalex.org/I88830068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. X. Zhu,A5068383472,3,,,Nanjing University,https://openalex.org/I881766915,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,,,,,,,,,,,Xiamen University,https://openalex.org/I191208505,,,,,Xiamen University,https://openalex.org/I191208505,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen University,https://openalex.org/I191208505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Size Zheng,a5072186367,3,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Beijing Information Science & Technology University,https://openalex.org/I78675632,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liangsheng Yin,A5074614946,1,,,,,,,,,,,,,,,Hangzhou Red Cross Hospital,https://openalex.org/I4210149251,,,,,Hangzhou Red Cross Hospital,https://openalex.org/I4210149251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. L. Cai,A5075973287,11,Changzhou University,https://openalex.org/I4210153482,Guangzhou Medical University,https://openalex.org/I92039509,University Hospital Cologne,https://openalex.org/I4210153755,Nanjing University,https://openalex.org/I881766915,The Synergetic Innovation Center for Advanced Materials,https://openalex.org/I4210159340,Southeast University,https://openalex.org/I76569877,Rongsheng Petrochemical (China),https://openalex.org/I4210143904,Zhongshan Hospital of Xiamen University,https://openalex.org/I4210124907,Chongqing University of Technology,https://openalex.org/I50632499,Zhongshan Hospital of Xiamen University,https://openalex.org/I4210124907,Rongsheng Petrochemical (China),https://openalex.org/I4210143904,Zhongshan Hospital of Xiamen University,https://openalex.org/I4210124907,174th hospital of the People's Liberation Army,https://openalex.org/I4210107987,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,Chongqing University of Technology,https://openalex.org/I50632499,Chongqing University of Technology,https://openalex.org/I50632499,Chongqing University of Technology,https://openalex.org/I50632499,Chongqing University of Technology,https://openalex.org/I50632499,Chongqing University of Technology,https://openalex.org/I50632499,,,Chongqing University of Technology,https://openalex.org/I50632499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaohui Li,A5082760644,3,Beijing University of Technology,https://openalex.org/I37796252,University of Science and Technology Beijing,https://openalex.org/I92403157,Shaanxi University of Science and Technology,https://openalex.org/I51622183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinhao Tu,A5089007420,8,Northeast Forestry University,https://openalex.org/I47689461,Ningbo First Hospital,https://openalex.org/I4210166261,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,Huazhong Agricultural University,https://openalex.org/I204823248,State Key Laboratory of Agricultural Microbiology,https://openalex.org/I4391768000,Huazhong Agricultural University,https://openalex.org/I204823248,Huazhong Agricultural University,https://openalex.org/I204823248,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,,,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,,,Zhejiang University,https://openalex.org/I76130692,Huazhong Agricultural University,https://openalex.org/I204823248,State Key Laboratory of Agricultural Microbiology,https://openalex.org/I4391768000,Huazhong Agricultural University,https://openalex.org/I204823248,,,,,,,,,Huazhong Agricultural University,https://openalex.org/I204823248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinnan Song,A5090535931,3,,,181st Hospital of Chinese People's Liberation Army,https://openalex.org/I4210133939,,,,,,,,,Tianjin University,https://openalex.org/I162868743,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanghai Jian Qiao University,https://openalex.org/I4210154361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Zhang,A5100335386,15,,,Shanghai Electric (China),https://openalex.org/I4210126065,Zhejiang University,https://openalex.org/I76130692,Alibaba Group (China),https://openalex.org/I45928872,National University of Defense Technology,https://openalex.org/I170215575,Innovation Academy for Microsatellites of Chinese Academy of Sciences,https://openalex.org/I4387154354,Innovation Academy for Microsatellites of Chinese Academy of Sciences,https://openalex.org/I4387154354,NARI Group (China),https://openalex.org/I4210118629,People’s Hospital of Rizhao,https://openalex.org/I4210097707,,,,,Chongqing University,https://openalex.org/I158842170,,,,,William & Mary,https://openalex.org/I16285277,Engineering Systems (United States),https://openalex.org/I4210116219,Jiangsu University,https://openalex.org/I115592961,Engineering Systems (United States),https://openalex.org/I4210116219,Engineering Systems (United States),https://openalex.org/I4210116219,Huazhong University of Science and Technology,https://openalex.org/I47720641,University of Southern California,https://openalex.org/I1174212,,,KTH Royal Institute of Technology,https://openalex.org/I86987016,KTH Royal Institute of Technology,https://openalex.org/I86987016,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingming Li,A5100338776,9,Ningxia Medical University,https://openalex.org/I4210127460,Beijing University of Chemical Technology,https://openalex.org/I75390827,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Ningxia Medical University General Hospital,https://openalex.org/I4210139449,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,"China University of Petroleum, Beijing",https://openalex.org/I204553293,Northeast Petroleum University,https://openalex.org/I921716337,,,,,Zhejiang University,https://openalex.org/I76130692,Tsinghua University,https://openalex.org/I99065089,Ocean University of China,https://openalex.org/I59028903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Zheng,A5100342733,9,,,University of Hong Kong,https://openalex.org/I889458895,"SINOPEC Research Institute of Safety Engineering Co., Ltd.",https://openalex.org/I4392738069,Chinese Academy of Engineering,https://openalex.org/I40246663,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,,,University of Hong Kong,https://openalex.org/I889458895,,,"Institut de Microélectronique, Electromagnétisme et Photonique",https://openalex.org/I4210139715,,,,,,,China Institute of Atomic Energy,https://openalex.org/I4210096139,Zhejiang Normal University,https://openalex.org/I135237710,Zhejiang Normal University,https://openalex.org/I135237710,,,MSCI (China),https://openalex.org/I4210142228,Beihang University,https://openalex.org/I82880672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peng Zhang,A5100364050,12,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,Northeastern University,https://openalex.org/I9224756,Shandong University of Science and Technology,https://openalex.org/I80143920,Jinzhou Medical University,https://openalex.org/I85430964,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Beijing Computational Science Research Center,https://openalex.org/I4210139958,Beijing Computational Science Research Center,https://openalex.org/I4210139958,Beijing Computational Science Research Center,https://openalex.org/I4210139958,Beijing Computational Science Research Center,https://openalex.org/I4210139958,Institute of Theoretical Physics,https://openalex.org/I4210125404,Institute of Theoretical Physics,https://openalex.org/I4210125404,Institute of Theoretical Physics,https://openalex.org/I4210125404,Institute of Theoretical Physics,https://openalex.org/I4210125404,University of Wollongong,https://openalex.org/I204824540,Lanzhou Jiaotong University,https://openalex.org/I3133134087,Beijing University of Technology,https://openalex.org/I37796252,Lanzhou Jiaotong University,https://openalex.org/I3133134087,Lanzhou Jiaotong University,https://openalex.org/I3133134087,Institute of Theoretical Physics,https://openalex.org/I4210125404,University of Hong Kong,https://openalex.org/I889458895,Institute of Theoretical Physics,https://openalex.org/I4210125404,Academia Sinica,https://openalex.org/I84653119,Academia Sinica,https://openalex.org/I84653119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenyu Zhang,A5100377485,6,Beijing Sport University,https://openalex.org/I87710204,Beijing Sport University,https://openalex.org/I87710204,Xi'an Shiyou University,https://openalex.org/I181903023,Southeast University,https://openalex.org/I76569877,,,Shanghai Electric (China),https://openalex.org/I4210126065,Dalian Maritime University,https://openalex.org/I43313876,,,,,,,Shanghai Electric (China),https://openalex.org/I4210126065,,,Nanjing University of Science and Technology,https://openalex.org/I36399199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zihan Wang,a5100380111,4,Chang'an University,https://openalex.org/I25355098,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,Xiangtan University,https://openalex.org/I4610292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
