Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1982,ID-1982,affiliation-1978,ID-1978,affiliation-1975,ID-1975,affiliation-1971,ID-1971,affiliation-1970,ID-1970
Junming Liu,A5102863611,14,University of Electronic Science and Technology of China,https://openalex.org/I150229711,South China University of Technology,https://openalex.org/I90610280,Nanjing University,https://openalex.org/I881766915,China Agricultural University,https://openalex.org/I52158045,China Agricultural University,https://openalex.org/I52158045,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,City University of Hong Kong,https://openalex.org/I168719708,Hangzhou Dianzi University,https://openalex.org/I50760025,Hangzhou Dianzi University,https://openalex.org/I50760025,Beihang University,https://openalex.org/I82880672,State Key Laboratory of Software Development Environment,https://openalex.org/I4391767781,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,Shanghai Jiao Tong University,https://openalex.org/I183067930,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,China Agricultural University,https://openalex.org/I52158045,AVIC Optronics (China),https://openalex.org/I4210120442,,,,,Beijing Forestry University,https://openalex.org/I31683504,China Agricultural University,https://openalex.org/I52158045,Fu Wai Hospital,https://openalex.org/I4210161896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junwei Yang,A5124927786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junxiong Li,A5124970489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyan Wu,A5081194865,4,,,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,,,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,,,,,,,Shandong Maternal and Child Health Hospital,https://openalex.org/I4210156555,,,,,Taishan Medical University,https://openalex.org/I4210149885,,,,,,,Institute of Neurobiology,https://openalex.org/I4210160857,Taishan Medical University,https://openalex.org/I4210149885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyao Sun,A5124909816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyu Luo,A5124893520,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Yang,A5124920713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaixin Wang,A5124906710,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke Huang,A5124946001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kefan Chen,A5124947159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelin Fu,A5124882756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kezhu Tao,A5038315013,1,,,,,,,,,,,,,,,Chongqing University of Posts and Telecommunications,https://openalex.org/I10535382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi Chen,A5076197201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi Team,A5116011620,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kun Ouyang,A5070457360,2,,,Sanya University,https://openalex.org/I4210149102,Hainan Provincial Academy of Agricultural Sciences,https://openalex.org/I4210110948,Hainan Provincial Academy of Agricultural Sciences,https://openalex.org/I4210110948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kun Zhou,A5009156729,7,,,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China Jiliang University,https://openalex.org/I55538621,Chongqing University,https://openalex.org/I158842170,China Jiliang University,https://openalex.org/I55538621,Southwest Jiaotong University,https://openalex.org/I4800084,Southwest Jiaotong University,https://openalex.org/I4800084,Southwest Jiaotong University,https://openalex.org/I4800084,Southwest Jiaotong University,https://openalex.org/I4800084,Beihang University,https://openalex.org/I82880672,,,Beihang University,https://openalex.org/I82880672,,,,,,,Second Hospital of Liaohe Oilfield,https://openalex.org/I4210162687,,,Lanzhou University,https://openalex.org/I76214153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. H. Xu,A5124951030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Yang,A5100460352,13,Qingdao University,https://openalex.org/I108688024,Southeast University,https://openalex.org/I76569877,Kunming Metallurgy College,https://openalex.org/I47948057,Guangxi University,https://openalex.org/I150807315,University of Alberta,https://openalex.org/I154425047,Xi’an Jiaotong-Liverpool University,https://openalex.org/I69356397,Yunnan Metallurgical Group (China),https://openalex.org/I4210149647,Dahua Technology (China),https://openalex.org/I4210151935,Beijing Academy of Agricultural and Forestry Sciences,https://openalex.org/I4210146959,National Laboratory of Energy and Geology,https://openalex.org/I4210097709,Kunming University of Science and Technology,https://openalex.org/I10660446,Yunnan Metallurgical Group (China),https://openalex.org/I4210149647,Kunming University of Science and Technology,https://openalex.org/I10660446,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,Kunming University of Science and Technology,https://openalex.org/I10660446,University of Manchester,https://openalex.org/I28407311,Kunming University of Science and Technology,https://openalex.org/I10660446,University of Manchester,https://openalex.org/I28407311,,,Kunming University of Science and Technology,https://openalex.org/I10660446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liang Chen,A5100604810,8,,,Gansu Agricultural University,https://openalex.org/I16295237,Shantou University,https://openalex.org/I32574673,First People's Hospital of Chongqing,https://openalex.org/I4210161892,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,China Electronics Technology Group Corporation,https://openalex.org/I2800372957,China Academy of Launch Vehicle Technology,https://openalex.org/I68581759,,,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,National Research Council Canada,https://openalex.org/I4210159778,Xiamen University,https://openalex.org/I191208505,,,Xiamen University,https://openalex.org/I191208505,Xiamen University,https://openalex.org/I191208505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liang Liu,A5124893062,1,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidong Shi,A5054466125,4,,,,,Qiqihar Medical University,https://openalex.org/I899859998,Qiqihar Medical University,https://openalex.org/I899859998,Ministry of Agriculture and Rural Affairs,https://openalex.org/I4210151987,Ministry of Agriculture and Rural Affairs,https://openalex.org/I4210151987,Dalian Ocean University,https://openalex.org/I107982497,,,,,,,Daqing Oilfield General Hospital,https://openalex.org/I4210105529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lin Sui,A5124914464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lin Xu,A5124933277,1,Southwest University,https://openalex.org/I142108993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincan Li,A5005362290,6,,,Florida State University,https://openalex.org/I103163165,UNSW Sydney,https://openalex.org/I31746571,Zhejiang University,https://openalex.org/I76130692,Zhejiang University of Technology,https://openalex.org/I55712492,China Academy of Railway Sciences,https://openalex.org/I4210141966,,,Northeastern University,https://openalex.org/I9224756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ling Ye,A5100646452,24,Henan Provincial People's Hospital,https://openalex.org/I4210133534,South China University of Technology,https://openalex.org/I90610280,National University of Malaysia,https://openalex.org/I885383172,Sungkyunkwan University,https://openalex.org/I848706,Third Xiangya Hospital,https://openalex.org/I4210156904,Ping An (China),https://openalex.org/I4401726822,Third Xiangya Hospital,https://openalex.org/I4210156904,Second Xiangya Hospital of Central South University,https://openalex.org/I4210153856,Jining First People's Hospital,https://openalex.org/I4210136826,Second Xiangya Hospital of Central South University,https://openalex.org/I4210153856,Zhejiang University,https://openalex.org/I76130692,State Key Laboratory of Oral Diseases,https://openalex.org/I4391768043,Affiliated Hospital of Guangdong Medical College Hospital,https://openalex.org/I4210158865,University of Cincinnati Medical Center,https://openalex.org/I92156820,Jining Medical University,https://openalex.org/I51185872,Xiangya Hospital Central South University,https://openalex.org/I4210159865,University of Missouri–Kansas City,https://openalex.org/I75421653,State Key Laboratory of Supramolecular Structure and Materials,https://openalex.org/I4391768123,Guangzhou Medical University,https://openalex.org/I92039509,Jilin University,https://openalex.org/I194450716,Capital University of Economics and Business,https://openalex.org/I90259746,Jilin University,https://openalex.org/I194450716,University of Missouri–Kansas City,https://openalex.org/I75421653,University of Missouri–Kansas City,https://openalex.org/I75421653,Industrial Development Bureau,https://openalex.org/I4210086543,University of Amsterdam,https://openalex.org/I887064364,,,University of Amsterdam,https://openalex.org/I887064364,,,Beijing Institute of Technology,https://openalex.org/I125839683,,,,,,,ExxonMobil (United States),https://openalex.org/I923382979,,,,,The University of Texas at Austin,https://openalex.org/I86519309,,,,,,,,,,,,,,,,,,,,,,
Lingxiao Du,A5101102405,4,,,Vision Medicals (China),https://openalex.org/I4210110199,Dalian Maritime University,https://openalex.org/I43313876,,,A. Alfred Taubman Health Care Center,https://openalex.org/I4210111446,,,Chongqing University,https://openalex.org/I158842170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linian Wang,A5124935435,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liya Zhu,A5124946701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Ma,A5124956002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longguang Zhong,A5104251305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longhui Yu,A5049419584,6,,,Northwest A&F University,https://openalex.org/I89652312,University of Hong Kong,https://openalex.org/I889458895,Jiangxi Agricultural University,https://openalex.org/I74837319,Peking University,https://openalex.org/I20231570,Shanghai Institute of Organic Chemistry,https://openalex.org/I4210112946,Shanghai Institute of Organic Chemistry,https://openalex.org/I4210112946,Shanghai Institute of Organic Chemistry,https://openalex.org/I4210112946,Shanghai Institute of Organic Chemistry,https://openalex.org/I4210112946,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longyu Guan,A5054940641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universiti Sains Malaysia,https://openalex.org/I139322472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Zhou,A5124887730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengfan Dong,A5072164184,1,,,,,,,,,Xiamen University,https://openalex.org/I191208505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengjiao Dong,A5078616374,4,,,Jining University,https://openalex.org/I4210127530,Hebei University of Technology,https://openalex.org/I184843921,Tianjin Normal University,https://openalex.org/I15062923,Liaoning University,https://openalex.org/I118803816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengjie Yuan,A5124945309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengnan Dong,A5102586416,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi Deng,A5043502860,4,,,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,Zhuhai Institute of Advanced Technology,https://openalex.org/I4210165204,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,University of Nebraska Medical Center,https://openalex.org/I59130452,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,University of Nebraska Medical Center,https://openalex.org/I59130452,University of Nebraska Medical Center,https://openalex.org/I59130452,University of Nebraska Medical Center,https://openalex.org/I59130452,University of Nebraska Medical Center,https://openalex.org/I59130452,Hunan Normal University,https://openalex.org/I173759888,Hunan Normal University,https://openalex.org/I173759888,Hunan Normal University,https://openalex.org/I173759888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ming Wei,A5124952309,1,Nanjing Medical University,https://openalex.org/I83519826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minghan Chu,A5044044126,4,,,Cornell University,https://openalex.org/I205783295,Oldham Council,https://openalex.org/I4210164339,,,Royal Military College of Canada,https://openalex.org/I51768193,,,,,Queen's University,https://openalex.org/I204722609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minqing Ni,A5124928190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Li,A5124926817,1,Naval University of Engineering,https://openalex.org/I2800710378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muxi Diao,A5101392976,1,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nan Zhang,A5100721031,15,,,Hebei University,https://openalex.org/I43337087,Wuhan Ship Development & Design Institute,https://openalex.org/I4210129465,Karamay Central Hospital of Xinjiang,https://openalex.org/I4210154630,"China University of Petroleum, East China",https://openalex.org/I4210162190,China Agricultural University,https://openalex.org/I52158045,Inner Mongolia University of Technology,https://openalex.org/I55654194,PLA Army Service Academy,https://openalex.org/I52604927,Beijing Jiaotong University,https://openalex.org/I21193070,Institute of Automation,https://openalex.org/I4210112150,PLA Army Service Academy,https://openalex.org/I52604927,PLA Army Service Academy,https://openalex.org/I52604927,Beijing Jiaotong University,https://openalex.org/I21193070,PLA Army Service Academy,https://openalex.org/I52604927,Konkuk University,https://openalex.org/I24062138,People's Hospital of Cangzhou,https://openalex.org/I4210114130,KU Leuven,https://openalex.org/I99464096,Beijing Jiaotong University,https://openalex.org/I21193070,"University of Maryland, College Park",https://openalex.org/I66946132,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,Peng Huanwu Center for Fundamental Theory,https://openalex.org/I4210112519,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningchen Ma,A5053664623,1,,,,,,,,,,,Shanghai Ocean University,https://openalex.org/I44675526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningyuan Yang,A5124904356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuo Xu,A5101486827,5,,,Xi'an Jiaotong University,https://openalex.org/I87445476,Zhejiang Lab,https://openalex.org/I4210123185,Zhejiang Lab,https://openalex.org/I4210123185,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,Heilongjiang University of Science and Technology,https://openalex.org/I1300757298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN Team,A5120354115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pengfei Tian,A5107169969,3,,,,,China Electric Power Research Institute,https://openalex.org/I4392738113,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,North China Electric Power University,https://openalex.org/I153473198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pengwei Song,A5124885785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pengyu Cheng,A5110618868,4,,,Beijing University of Chinese Medicine,https://openalex.org/I17747738,,,Xi'an Jiaotong University,https://openalex.org/I87445476,,,,,,,,,Beijing Normal University,https://openalex.org/I25254941,Beijing Normal University,https://openalex.org/I25254941,,,Beijing Normal University,https://openalex.org/I25254941,,,,,,,,,,,,,,,,,,,,,The Wallace H. Coulter Department of Biomedical Engineering,https://openalex.org/I2802612298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
