Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Jay J. Han,1,,https://openalex.org/A5020910026,A5020910026,https://orcid.org/0000-0001-5618-0942,Jay J. Han,"Andre Constantinescu, Andrew Skalsky, Craig M. McDonald, Han Jay, Han Jay J., Han, J., Han, Jay, J. Han, J.J. Han, Jay Han",130,4336,0.5,35,65,,,,,,,,,,,,,,,,,11,False,False,True,"Canada, Poland, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,"University of California, Davis",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210091339,Poland,Laboratory of Molecular Genetics,,,,https://openalex.org/I180670191,United States,"University of California, San Francisco",,,,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I58610484,United States,Seattle University,,,,https://openalex.org/I58610484,United States,Seattle University,https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I18014758,Canada,Simon Fraser University,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I4210111322,United States,Long Beach Medical Center,https://openalex.org/I4210137750,United States,UC Irvine Health,https://openalex.org/I4210096636,United States,"University of California, Irvine Medical Center",https://openalex.org/I84218800,United States,"University of California, Davis",,,,https://openalex.org/I204250578,United States,"University of California, Irvine",https://openalex.org/I84218800,United States,"University of California, Davis",,,
Jean-Baptiste Lespiau,1,,https://openalex.org/A5058299981,A5058299981,,Jean-Baptiste Lespiau,"J.B. Lespiau, Jean-Baptiste Lespiau, Kagohara, Thais, Labanowski, Jane, Lespiau Jean-Baptiste, Lespiau, Jean-Baptiste",30,2455,164.0,14,17,,,,,,,,,,,,,,,,,2,False,False,False,"France, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2023,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I142476485,France,École Polytechnique,,,,,,,,,,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,,,,,,,
Jeffrey Hui,1,,https://openalex.org/A5111940210,A5111940210,,Jeffrey Hui,"Hui, Jeffrey, J. Hui, Jeffrey Hui, Jeffrey Hui (67193), Vargas, Ben",24,5064,0.0,17,17,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2012,Columbia University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I874236823,United States,Fogarty International Center,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Wortman Vaughan,1,,https://openalex.org/A5043117896,A5043117896,https://orcid.org/0000-0002-7807-2018,Jennifer Wortman Vaughan,"J. Thom, J. Thompson, J. Tucker, J. Vaughan, Jennifer Vaughan, Jennifer Wortman Vaughan, Jennifer Wortman Wortman Vaughan, Jonathan Vaughan, K. Henriksson, Liang, Percy",261,27480,12.35,69,161,,,,,,,,,,,,,,,,,6,False,False,True,"Austria, Switzerland, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Carnegie Mellon University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I188592606,United States,Hamilton College,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I79576946,United States,University of Pennsylvania,https://openalex.org/I4210129701,Austria,Institute of High Energy Physics,https://openalex.org/I4210129701,Austria,Institute of High Energy Physics,https://openalex.org/I67311998,Switzerland,European Organization for Nuclear Research,https://openalex.org/I67311998,Switzerland,European Organization for Nuclear Research,https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I74973139,United States,Carnegie Mellon University,,,
Jiageng Zhang,1,,https://openalex.org/A5032151259,A5032151259,,Jiageng Zhang,"Bulanova, Anna, Guoliang Li, Jiageng Zhang, Park, Jane, Weisz, Ágoston, Zhang Jiageng, Zhang, Jiageng",31,1180,19.2,6,5,,,,,,,,,,,,,,,,,3,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2026,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,,,,https://openalex.org/I34949971,China,University of Jinan,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University
Jin Zou,1,,https://openalex.org/A5003746258,A5003746258,https://orcid.org/0000-0001-9435-8043,Jin Zou,"Ajey P. Jacob, B Tang, J ZOU, J Zou, J. ZOU, J. Zou, JIN ZOU, JUNBIN ZOU, Jacob, Ajey P., Jia-jie ZOU",1255,53964,6.52054794520548,114,645,,,,,,,,,,,,,,,,,25,False,True,True,"Australia, Canada, China, Germany, Hong Kong, South Korea, Sweden, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,8,False,2025,Centre for Microscopy and Microanalysis,Australia,,,,,,,,,,,,,,,,https://openalex.org/I4210159876,China,Institute of Physics,https://openalex.org/I171892758,Germany,Forschungszentrum Jülich,https://openalex.org/I4401726822,China,Ping An (China),https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I204465549,United States,Washington University in St. Louis,https://openalex.org/I129604602,Australia,University of Sydney,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I129604602,Australia,University of Sydney,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I129604602,Australia,University of Sydney,https://openalex.org/I1334627681,United States,Jet Propulsion Laboratory,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I881427289,Sweden,University of Gothenburg,https://openalex.org/I129604602,Australia,University of Sydney,https://openalex.org/I72427458,United States,JDSU (United States),https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I900231141,Canada,CAE (Canada),https://openalex.org/I40963666,China,Central China Normal University,https://openalex.org/I51226738,South Korea,Dong-A University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I83328450,United States,Miami University,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I83328450,United States,Miami University,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I927504317,China,Nanchang Hangkong University,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,,,
Jinhyuk Lee,2,,https://openalex.org/A5002413587,A5002413587,https://orcid.org/0000-0003-4972-239X,Jinhyuk Lee,"Jing Liu, Jinhyuk Lee, Juyong Lee, Lee, Jin-Hyuk;Jang, Soon-Min;Park, Young-Shang;Shin, Seok-Min;, Lee, Jinhyuk, Redshaw, Morgan",89,9138,2.25,25,35,,,,,,,,,,,,,,,,,12,False,False,True,"Japan, South Korea, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Korea Telecom (South Korea),South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I139264467,South Korea,Seoul National University,https://openalex.org/I139264467,South Korea,Seoul National University,https://openalex.org/I139264467,South Korea,Seoul National University,,,,,,,,,,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I4210166937,South Korea,Korea Institute of Atmospheric Prediction Systems,https://openalex.org/I139264467,South Korea,Seoul National University,,,,https://openalex.org/I88761825,South Korea,Korea University of Science and Technology,,,,https://openalex.org/I48566637,South Korea,Ulsan National Institute of Science and Technology,https://openalex.org/I4210161052,Japan,Korea University,https://openalex.org/I848706,South Korea,Sungkyunkwan University,https://openalex.org/I197347611,South Korea,Korea University,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I98704320,United States,Icahn School of Medicine at Mount Sinai,https://openalex.org/I88761825,South Korea,Korea University of Science and Technology,https://openalex.org/I31419693,South Korea,Kyungpook National University,https://openalex.org/I197347611,South Korea,Korea University,https://openalex.org/I4210149944,,Korea Telecom (South Korea),,,
Joel Z. Leibo,1,,https://openalex.org/A5054808675,A5054808675,https://orcid.org/0000-0002-3153-916X,Joel Z. Leibo,"Gemp, Ian M, Joel Leibo, Joel Z Leibo, Joel Z. Leibo, Leibo, J. Z, Leibo, Joel, Leibo, Joel Z, Leibo, Joel Z.",179,7244,1.375,35,71,,,,,,,,,,,,,,,,,4,False,False,True,"United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I144112489,United States,McGovern Institute for Brain Research,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
John Agapiou,1,,https://openalex.org/A5017056095,A5017056095,https://orcid.org/0000-0003-2642-2845,John Agapiou,"Agapiou, J, Agapiou, John, Agapiou, John P., J. Agapiou, John Agapiou, John P Agapiou, John P. Agapiou",45,7330,0.6666666666666666,17,22,,,,,,,,,,,,,,,,,7,False,False,True,"Poland, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Trinity Health Oakland Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I118136607,United States,General Motors (United States),,,,,,,,,,,,,https://openalex.org/I4210135317,Poland,General Motors (Poland),,,,,,,,,,,,,https://openalex.org/I4210135317,Poland,General Motors (Poland),,,,,,,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I83399316,United States,Rockefeller University,https://openalex.org/I118136607,United States,General Motors (United States),,,,https://openalex.org/I118136607,United States,General Motors (United States),https://openalex.org/I118136607,United States,General Motors (United States),,,,,,,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210135317,Poland,General Motors (Poland),https://openalex.org/I4210094011,United States,Trinity Health Oakland Hospital,,,
Joseph Ortiz,1,,https://openalex.org/A5083547055,A5083547055,,Joseph Ortiz,"Joseph Ortiz, Ortiz, Joseph",11,15,0.25,1,1,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2013,Stony Brook University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I59553526,United States,Stony Brook University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Haas,1,,https://openalex.org/A5053872110,A5053872110,https://orcid.org/0000-0002-6040-0669,Julia Haas,"Haas, Julia, J. Haas, Julia Haas",65,192,0.6666666666666666,5,3,,,,,,,,,,,,,,,,,1,False,False,False,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2023,Google DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210090411,United Kingdom,Google DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google DeepMind (United Kingdom),,,,,,,,,
Junjie Ji,1,,https://openalex.org/A5077849966,A5077849966,,Junjie Ji,"J. F. Ji, Ji, Juyeong, Junjie Ji",10,30,3.5,4,1,,,,,,,,,,,,,,,,,2,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Hefei University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,,,
Kaifeng Chen,2,,https://openalex.org/A5114546921,A5114546921,https://orcid.org/0009-0008-0602-2987,Kaifeng Chen,"Chen, Kaifeng, Kaifeng Chen",27,137,2.736842105263158,7,6,,,,,,,,,,,,,,,,,6,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Southeast University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210104130,China,Xinjiang Institute of Materia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I191208505,China,Xiamen University,,,,,,,https://openalex.org/I74837319,China,Jiangxi Agricultural University,https://openalex.org/I4210098034,China,Key Laboratory of Guangdong Province,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I76569877,China,Southeast University,,,
Karan Gill,2,,https://openalex.org/A5109602315,A5109602315,,Karan Gill,"Gill, Karan, Karan Gill",4,7,1.75,2,0,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2024,Carnegie Mellon University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I74973139,United States,Carnegie Mellon University,,,,,,
Kat Black,1,,https://openalex.org/A5106300982,A5106300982,,Kat Black,"Badola, Kartikeya, Black, Kat, Kat Black",2,125,62.5,1,1,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Olszewska,1,,https://openalex.org/A5093547771,A5093547771,,Kate Olszewska,"Kalpesh Krishna, Kate Olszewska, Krishna, Kalpesh, Olszewska, Kate",6,1068,69.5,3,2,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Lee,1,,https://openalex.org/A5101561897,A5101561897,https://orcid.org/0000-0002-9537-6195,Katherine Lee,", Katherine Lee, Lee, Katherine, Lemley, Mark A., Mao-Jones, Justin, Nasr, Milad, Peng, Daiyi, Tan, Yi-Xuan",55,16955,38.642857142857146,20,24,,,,,,,,,,,,,,,,,5,False,False,True,"Germany, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Microsoft Research (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800015558,United States,Phillips Exeter Academy,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),,,
Kathleen Kenealy,1,,https://openalex.org/A5009962014,A5009962014,,Kathleen Kenealy,"Chang, Trenton, Fiedel, Noah, Kathleen Kenealy, Kenealy, Kathleen, Pennington, Jeffrey",13,591,50.0,6,5,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katja Filippova,1,,https://openalex.org/A5037657908,A5037657908,https://orcid.org/0009-0007-5308-0904,Katja Filippova,"Filippova, Katja, Jagielski, Matthew, K. A. Filippova, Katja Filippova",52,1805,1.0,21,25,,,,,,,,,,,,,,,,,7,False,False,True,"Germany, Russia, Switzerland, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,5,False,2025,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210110633,Germany,European Media Laboratory (Germany),https://openalex.org/I8087733,Germany,University of Tübingen,https://openalex.org/I4210110633,Germany,European Media Laboratory (Germany),https://openalex.org/I4210110633,Germany,European Media Laboratory (Germany),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),,,,,,,https://openalex.org/I57206974,United States,New York University,,,,https://openalex.org/I4210113084,Russia,North-West Institute of Management,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,
