Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1983,ID-1983,affiliation-1982,ID-1982,affiliation-1979,ID-1979,affiliation-1976,ID-1976,affiliation-1962,ID-1962,affiliation-1959,ID-1959,affiliation-1944,ID-1944,affiliation-1936,ID-1936,affiliation-1923,ID-1923
Rakesh Ghiya,A5002817835,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGill University,https://openalex.org/I5023651,Mission College,https://openalex.org/I4210128612,,,,,McGill University,https://openalex.org/I5023651,,,McGill University,https://openalex.org/I5023651,,,McGill University,https://openalex.org/I5023651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakesh Shivanna,A5080937560,3,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,,,,,Indian Institute of Science Education and Research Thiruvananthapuram,https://openalex.org/I50557253,Indian Institute of Science Bangalore,https://openalex.org/I59270414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphael Hoffmann,A5060819264,3,,,,,,,,,,,University of Washington,https://openalex.org/I201448701,,,,,,,,,,,Universidade Federal do Espírito Santo,https://openalex.org/I51235708,,,University of Washington,https://openalex.org/I201448701,University of Washington,https://openalex.org/I201448701,University of Washington,https://openalex.org/I201448701,University of Washington,https://openalex.org/I201448701,University of Washington,https://openalex.org/I201448701,Seattle University,https://openalex.org/I58610484,University of Washington,https://openalex.org/I201448701,,,University of Washington,https://openalex.org/I201448701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphaël Koster,A5082942104,5,,,Google (United Kingdom),https://openalex.org/I4210113297,BP (France),https://openalex.org/I4210135021,Google (United Kingdom),https://openalex.org/I4210113297,Google DeepMind (United Kingdom),https://openalex.org/I4210090411,Google (United Kingdom),https://openalex.org/I4210113297,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,,,,,University College London,https://openalex.org/I45129253,,,,,Ministère de l'Économie et des Finances,https://openalex.org/I4210141421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravin Kumar,A5029766994,2,,,Institute of Engineering,https://openalex.org/I4210129773,Institute of Engineering,https://openalex.org/I4210129773,Guru Nanak Eye Centre,https://openalex.org/I4210093565,,,Institute of Engineering,https://openalex.org/I4210129773,Institute of Engineering,https://openalex.org/I4210129773,Institute of Engineering,https://openalex.org/I4210129773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renjie Wu,A5067062697,1,,,,,,,,,,,,,,,China Agricultural University,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Anil,A5104083306,2,,,,,,,,,Brain (Germany),https://openalex.org/I4210113520,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roopali Vij,A5114389191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Mullins,A5060942165,1,,,,,,,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,,,,,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,Clemson University,https://openalex.org/I8078737,,,Clemson University,https://openalex.org/I8078737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahil Dua,A5005885438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Meher Karthik Duddu,A5000713013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandeep Mariserla,A5119748842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanil Jain,A5068218873,1,,,,,,,,,,,,,,,,,,,Jaypee Institute of Information Technology,https://openalex.org/I154970844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanmi Koyejo,A5091266570,2,,,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,,,,,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Ontañón,A5038686010,6,,,,,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Carnegie Mellon University,https://openalex.org/I74973139,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Drexel University,https://openalex.org/I72816309,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,National Research Council,https://openalex.org/I4210134243,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,https://openalex.org/I130701444,Universitat de Barcelona,https://openalex.org/I71999127,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,Artificial Intelligence Research Institute,https://openalex.org/I4210131846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Smoot,A5120056013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setareh Ariafar,A5120056010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Neel,A5115087480,1,,,University of Pennsylvania,https://openalex.org/I79576946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahrokh Shahi,A5006702404,2,,,,,,,,,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,https://openalex.org/I130701444,,,,,,,,,University of Tehran,https://openalex.org/I23946033,,,University of Tehran,https://openalex.org/I23946033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanfeng Zhang,A5045569652,12,,,University of Hong Kong,https://openalex.org/I889458895,Beihang University,https://openalex.org/I82880672,Zhejiang University of Technology,https://openalex.org/I55712492,Huazhong University of Science and Technology,https://openalex.org/I47720641,Wuhan Asia Heart Hospital,https://openalex.org/I4210126156,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Google (United States),https://openalex.org/I1291425158,Zhengzhou University,https://openalex.org/I38877650,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Wuhan Puai Hospital,https://openalex.org/I4210093544,,,Zhengzhou University,https://openalex.org/I38877650,Zhejiang University of Technology,https://openalex.org/I55712492,Beijing Municipal Engineering Design and Research Institute (China),https://openalex.org/I4210144889,Beijing Municipal Engineering Design and Research Institute (China),https://openalex.org/I4210144889,,,Dalian University,https://openalex.org/I4210092944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheng‐Xiang Qiu,A5089738575,15,South China Botanical Garden,https://openalex.org/I4210120696,South China University of Technology,https://openalex.org/I90610280,Zhejiang University,https://openalex.org/I76130692,Robert Bosch (Germany),https://openalex.org/I889804353,Robert Bosch (Germany),https://openalex.org/I889804353,Robert Bosch (Germany),https://openalex.org/I889804353,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,John Wiley & Sons (United States),https://openalex.org/I4210131007,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,South China Botanical Garden,https://openalex.org/I4210120696,Chinese Academy of Sciences,https://openalex.org/I19820366,University of Alabama,https://openalex.org/I17301866,Washington University in St. Louis,https://openalex.org/I204465549,Vanderbilt University Medical Center,https://openalex.org/I901861585,University of Illinois Chicago,https://openalex.org/I39422238,,,Institute of Mathematics,https://openalex.org/I4210148301,University of Illinois Chicago,https://openalex.org/I39422238,University of Illinois Chicago,https://openalex.org/I39422238,Hunan Academy of Traditional Chinese Medicine,https://openalex.org/I4210122600,TÜBİTAK Marmara Research Center,https://openalex.org/I4210115083,TÜBİTAK Marmara Research Center,https://openalex.org/I4210115083,University of Illinois Chicago,https://openalex.org/I39422238,,,,,National Institutes of Pharmaceutical Research and Development (China),https://openalex.org/I4210109619,,,National Institutes of Pharmaceutical Research and Development (China),https://openalex.org/I4210109619,Kunming Institute of Botany,https://openalex.org/I13850615,Kunming Institute of Botany,https://openalex.org/I13850615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shijie Zhang,A5100669780,14,,,Dalian Minzu University,https://openalex.org/I61565387,Wuhan Institute of Technology,https://openalex.org/I91125648,Tianjin Medical University,https://openalex.org/I5740404,Tianjin Medical University,https://openalex.org/I5740404,China Institute of Water Resources and Hydropower Research,https://openalex.org/I4210092032,Peking University First Hospital,https://openalex.org/I4210130930,Tianjin Medical University,https://openalex.org/I5740404,Beijing University of Technology,https://openalex.org/I37796252,Bohai University,https://openalex.org/I97009856,Peking University,https://openalex.org/I20231570,,,Collaborative Innovation Center of Quantum Matter,https://openalex.org/I4210127494,University of Science and Technology of China,https://openalex.org/I126520041,,,Case Western Reserve University,https://openalex.org/I58956616,,,Zhejiang Science and Technology Information Institute,https://openalex.org/I4210119388,University College London,https://openalex.org/I45129253,University College London,https://openalex.org/I45129253,,,Chinese Academy of Sciences,https://openalex.org/I19820366,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuo Huang,A5025977715,16,Chinese University of Hong Kong,https://openalex.org/I177725633,Huazhong University of Science and Technology,https://openalex.org/I47720641,University of Winnipeg,https://openalex.org/I872945872,Northwest A&F University,https://openalex.org/I89652312,Northwest A&F University,https://openalex.org/I89652312,First Hospital of Jilin University,https://openalex.org/I4210125137,China Agricultural University,https://openalex.org/I52158045,Northwest A&F University,https://openalex.org/I89652312,Northwest A&F University,https://openalex.org/I89652312,Northwest A&F University,https://openalex.org/I89652312,Xinqiao Hospital,https://openalex.org/I4210117763,Zhongnan Hospital of Wuhan University,https://openalex.org/I4210120234,Prince of Wales Hospital,https://openalex.org/I4210114914,XinHua Hospital,https://openalex.org/I2801518579,First Affiliated Hospital of Chinese PLA General Hospital,https://openalex.org/I4210132375,Tulane University,https://openalex.org/I114832834,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I200296433,University of Pittsburgh,https://openalex.org/I170201317,,,Second Hospital of Nanchang,https://openalex.org/I4210121544,San Francisco General Hospital,https://openalex.org/I1295908608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siamak Shakeri,A5034084374,6,,,,,Google (United States),https://openalex.org/I1291425158,DeepMind (United Kingdom),https://openalex.org/I4210090411,Saudi Heart Association,https://openalex.org/I4210103399,Google (United States),https://openalex.org/I1291425158,Jacobs Institute,https://openalex.org/I4210149000,Amazon (Germany),https://openalex.org/I4210089985,Amazon (Germany),https://openalex.org/I4210089985,,,,,,,,,,,,,,,McMaster University,https://openalex.org/I98251732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Baumgartner,A5106425585,3,,,,,University Hospital Regensburg,https://openalex.org/I3129555431,Google (United States),https://openalex.org/I1291425158,,,,,Google (United States),https://openalex.org/I1291425158,,,Google (United States),https://openalex.org/I1291425158,,,,,,,,,Axpo (Switzerland),https://openalex.org/I4210163805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Osindero,A5052435039,7,,,,,Google (United Kingdom),https://openalex.org/I4210113297,,,,,Google (United States),https://openalex.org/I1291425158,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,Google (United Kingdom),https://openalex.org/I4210113297,University of Turin,https://openalex.org/I55143463,Yahoo (United States),https://openalex.org/I4210134091,Yahoo (United States),https://openalex.org/I4210134091,,,,,,,,,,,,,,,University of Toronto,https://openalex.org/I185261750,University of Toronto,https://openalex.org/I185261750,University of Toronto,https://openalex.org/I185261750,University of Toronto,https://openalex.org/I185261750,,,University College London,https://openalex.org/I45129253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sindhu Raghuram Panyam,A5120056011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sivaramakrishnan Swaminathan,A5084026944,2,,,,,,,Tejas Networks (India),https://openalex.org/I4210095456,,,,,,,,,,,The University of Texas at Austin,https://openalex.org/I86519309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solon Barocas,A5074825066,3,,,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,,,New York University,https://openalex.org/I57206974,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,New York University,https://openalex.org/I57206974,,,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonam Goenka,A5027066139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Bileschi,A5089687759,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,,,Computational Physics (United States),https://openalex.org/I4210138427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanmaya Dabral,A5031406817,1,,,,,,,,,,,,,,,,,"Birla Institute of Technology and Science, Pilani",https://openalex.org/I74796645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Mesnard,A5082334070,4,,,,,,,Centre de Mathématiques Appliquées de l'École polytechnique,https://openalex.org/I4210107641,,,Google (United States),https://openalex.org/I1291425158,,,École Normale Supérieure - PSL,https://openalex.org/I29607241,École Normale Supérieure - PSL,https://openalex.org/I29607241,Laboratoire d'Informatique de Paris-Nord,https://openalex.org/I4210156583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Duerig,A5032382472,1,,,,,Google (United States),https://openalex.org/I1291425158,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Walker,A5004317848,7,,,North Carolina State University,https://openalex.org/I137902535,Oldham Council,https://openalex.org/I4210164339,North Carolina State University,https://openalex.org/I137902535,North Carolina State University,https://openalex.org/I137902535,North Central State College,https://openalex.org/I2801313472,North Carolina State University,https://openalex.org/I137902535,North Carolina State University,https://openalex.org/I137902535,,,North Carolina State University,https://openalex.org/I137902535,,,,,LinkedIn (United States),https://openalex.org/I1316064682,,,,,University of Wisconsin–Madison,https://openalex.org/I135310074,,,California Polytechnic State University,https://openalex.org/I149919469,University of Wisconsin–Madison,https://openalex.org/I135310074,University of Wisconsin–Madison,https://openalex.org/I135310074,University of Wisconsin–Madison,https://openalex.org/I135310074,University of Wisconsin–Madison,https://openalex.org/I135310074,,,Sony Corporation (United States),https://openalex.org/I2800278093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tris Warkentin,A5093219820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikram R. Rao,A5017216339,10,,,"University of California, San Francisco",https://openalex.org/I180670191,Health Resources and Services Administration,https://openalex.org/I23874457,University of San Francisco,https://openalex.org/I76766440,Rice University,https://openalex.org/I74775410,Massachusetts Institute of Technology,https://openalex.org/I63966007,"University of California, San Francisco",https://openalex.org/I180670191,"University of California, San Francisco",https://openalex.org/I180670191,Wyss Center for Bio and Neuroengineering,https://openalex.org/I4210160687,"University of California, Berkeley",https://openalex.org/I95457486,Mind Research Network,https://openalex.org/I1334567473,"University of California, Berkeley",https://openalex.org/I95457486,,,"University of California, Berkeley",https://openalex.org/I95457486,,,"University of California, Berkeley",https://openalex.org/I95457486,,,,,The University of Texas at Arlington,https://openalex.org/I189196454,"University of California, San Francisco",https://openalex.org/I180670191,"University of California, San Francisco",https://openalex.org/I180670191,,,,,Brandeis University,https://openalex.org/I6902469,,,,,,,,,,,,,Brandeis University,https://openalex.org/I6902469,,,Brandeis University,https://openalex.org/I6902469,Brandeis University,https://openalex.org/I6902469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikram Rao,A5101777543,3,,,Pliant (United States),https://openalex.org/I4210120936,Pliant (United States),https://openalex.org/I4210120936,Pliant (United States),https://openalex.org/I4210120936,Pliant (United States),https://openalex.org/I4210120936,Pliant (United States),https://openalex.org/I4210120936,,,Pliant (United States),https://openalex.org/I4210120936,,,,,,,,,,,,,,,,,,,Inflammation Research Foundation,https://openalex.org/I4210127563,,,,,,,Inflammation Research Foundation,https://openalex.org/I4210127563,Inflammation Research Foundation,https://openalex.org/I4210127563,Harvard University,https://openalex.org/I136199984,,,,,,,Harvard University,https://openalex.org/I136199984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinay Ramasesh,A5059753414,2,,,,,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,University of North Texas,https://openalex.org/I123534392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaly Shmatikov,A5115087479,1,,,Cornell University,https://openalex.org/I205783295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waleed Khawaja,A5120056012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiyi Wang,A5100656086,9,,,Northeastern University,https://openalex.org/I9224756,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,China Earthquake Administration,https://openalex.org/I90149893,China Earthquake Administration,https://openalex.org/I90149893,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Quantum Design (Germany),https://openalex.org/I4210136082,Tsinghua University,https://openalex.org/I99065089,Collaborative Innovation Center of Advanced Microstructures,https://openalex.org/I4210140493,Microscale (United States),https://openalex.org/I4210132622,Hefei National Center for Physical Sciences at Nanoscale,https://openalex.org/I4210103894,Hefei National Center for Physical Sciences at Nanoscale,https://openalex.org/I4210103894,Hefei National Center for Physical Sciences at Nanoscale,https://openalex.org/I4210103894,University of Michigan–Ann Arbor,https://openalex.org/I27837315,University of Michigan–Ann Arbor,https://openalex.org/I27837315,University of Michigan–Ann Arbor,https://openalex.org/I27837315,University of Michigan–Ann Arbor,https://openalex.org/I27837315,University of Michigan–Ann Arbor,https://openalex.org/I27837315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenlei Zhou,A5058224708,3,,,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,Google (United States),https://openalex.org/I1291425158,University of Science and Technology Beijing,https://openalex.org/I92403157,Tianjin Chengjian University,https://openalex.org/I168673124,,,Tianjin Chengjian University,https://openalex.org/I168673124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William A. Cunningham,A5033381741,16,,,Schwartz/Reisman Emergency Medicine Institute,https://openalex.org/I4210149858,New York University,https://openalex.org/I57206974,Schwartz/Reisman Emergency Medicine Institute,https://openalex.org/I4210149858,CAO Group (United States),https://openalex.org/I4210152159,University of Toronto,https://openalex.org/I185261750,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,University of Toronto,https://openalex.org/I185261750,University of Toronto,https://openalex.org/I185261750,The Ohio State University,https://openalex.org/I52357470,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,The Ohio State University,https://openalex.org/I52357470,University of Memphis,https://openalex.org/I94658018,The Ohio State University,https://openalex.org/I52357470,The Ohio State University,https://openalex.org/I52357470,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,The Ohio State University,https://openalex.org/I52357470,The Ohio State University,https://openalex.org/I52357470,The Ohio State University,https://openalex.org/I52357470,,,Yale University,https://openalex.org/I32971472,Yale University,https://openalex.org/I32971472,Yale University,https://openalex.org/I32971472,Massachusetts Institute of Technology,https://openalex.org/I63966007,Yale University,https://openalex.org/I32971472,Yale University,https://openalex.org/I32971472,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,,,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,,,,,,,,,,,,,"University of California, San Francisco",https://openalex.org/I180670191,,,,,,,Princeton University,https://openalex.org/I20089843,University of Michigan–Ann Arbor,https://openalex.org/I27837315,,,,,Bates College,https://openalex.org/I37415318,,,McGill University,https://openalex.org/I5023651,Under Armour (United States),https://openalex.org/I4210144869,Alabama Department of Public Health,https://openalex.org/I1303662053,,,,
